#isolate	predicted_serotype	attributes	genes_identified	locus_location	region_I_genes	region_II_genes	region_III_genes	IS1016_hits
ERX3332683	cap_not_found	-	-	-	-	-	-	-
ERX3332684	cap_not_found	-	-	-	-	-	-	-
ERX3332686	cap_not_found	-	-	-	-	-	-	-
ERX3332687	cap_not_found	-	-	-	-	-	-	-
ERX3332688	cap_not_found	-	-	-	-	-	-	-
ERX3332690	cap_not_found	-	-	-	-	-	-	-
ERX3332691	cap_not_found	-	-	-	-	-	-	-
ERX3332694	cap_not_found	-	-	-	-	-	-	-
ERX3332695	cap_not_found	-	-	-	-	-	-	-
ERX3332696	cap_not_found	-	-	-	-	-	-	-
ERX3332698	cap_not_found	-	-	-	-	-	-	-
ERX3332701	cap_not_found	-	-	-	-	-	-	-
ERX3332703	cap_not_found	-	-	-	-	-	-	-
ERX3332706	cap_not_found	-	-	-	-	-	-	-
ERX3332707	cap_not_found	-	-	-	-	-	-	-
ERX3332709	cap_not_found	-	-	-	-	-	-	-
ERX3332710	cap_not_found	-	-	-	-	-	-	-
ERX3332711	cap_not_found	-	-	-	-	-	-	-
ERX3332712	cap_not_found	-	-	-	-	-	-	-
ERX3332713	cap_not_found	-	-	-	-	-	-	-
ERX3332714	cap_not_found	-	-	-	-	-	-	-
ERX3332715	cap_not_found	-	-	-	-	-	-	-
ERX3332716	cap_not_found	-	-	-	-	-	-	-
ERX3332717	cap_not_found	-	-	-	-	-	-	-
ERX3332719	cap_not_found	-	-	-	-	-	-	-
ERX3332720	cap_not_found	-	-	-	-	-	-	-
ERX3332721	cap_not_found	-	-	-	-	-	-	-
ERX3332722	cap_not_found	-	-	-	-	-	-	-
ERX3332723	cap_not_found	-	-	-	-	-	-	-
ERX3332725	cap_not_found	-	-	-	-	-	-	-
ERX3332726	cap_not_found	-	-	-	-	-	-	-
ERX3332727	cap_not_found	-	-	-	-	-	-	-
ERX3332729	cap_not_found	-	-	-	-	-	-	-
ERX3332730	cap_not_found	-	-	-	-	-	-	-
ERX3332731	cap_not_found	-	-	-	-	-	-	-
ERX3332733	cap_not_found	-	-	-	-	-	-	-
ERX3332734	cap_not_found	-	-	-	-	-	-	-
ERX3332735	cap_not_found	-	-	-	-	-	-	-
ERX3332738	cap_not_found	-	-	-	-	-	-	-
ERX3332740	cap_not_found	-	-	-	-	-	-	-
ERX3332741	cap_not_found	-	-	-	-	-	-	-
ERX3332743	cap_not_found	-	-	-	-	-	-	-
ERX3332744	cap_not_found	-	-	-	-	-	-	-
ERX3332745	cap_not_found	-	-	-	-	-	-	-
ERX3332746	cap_not_found	-	-	-	-	-	-	-
ERX3332748	cap_not_found	-	-	-	-	-	-	-
ERX3332749	cap_not_found	-	-	-	-	-	-	-
ERX3332751	cap_not_found	-	-	-	-	-	-	-
ERX3332752	cap_not_found	-	-	-	-	-	-	-
ERX3332753	cap_not_found	-	-	-	-	-	-	-
ERX3332755	cap_not_found	-	-	-	-	-	-	-
ERX3332758	cap_not_found	-	-	-	-	-	-	-
ERX3332759	cap_not_found	-	-	-	-	-	-	-
ERX3332760	cap_not_found	-	-	-	-	-	-	-
ERX3332761	cap_not_found	-	-	-	-	-	-	-
ERX3332762	cap_not_found	-	-	-	-	-	-	-
ERX3332765	cap_not_found	-	-	-	-	-	-	-
ERX3332766	cap_not_found	-	-	-	-	-	-	-
ERX3332767	cap_not_found	-	-	-	-	-	-	-
ERX3332768	cap_not_found	-	-	-	-	-	-	-
ERX3332770	cap_not_found	-	-	-	-	-	-	-
ERX3332771	cap_not_found	-	-	-	-	-	-	-
ERX3332778	cap_not_found	-	-	-	-	-	-	-
ERX3332780	cap_not_found	-	-	-	-	-	-	-
ERX3332781	cap_not_found	-	-	-	-	-	-	-
ERX3332783	cap_not_found	-	-	-	-	-	-	-
ERX3332785	cap_not_found	-	-	-	-	-	-	-
ERX3332787	cap_not_found	-	-	-	-	-	-	-
ERX3332789	cap_not_found	-	-	-	-	-	-	-
ERX3332791	cap_not_found	-	-	-	-	-	-	-
ERX3332792	cap_not_found	-	-	-	-	-	-	-
ERX3332793	cap_not_found	-	-	-	-	-	-	-
ERX3332794	cap_not_found	-	-	-	-	-	-	-
ERX3332796	cap_not_found	-	-	-	-	-	-	-
ERX3332798	cap_not_found	-	-	-	-	-	-	-
ERX3332800	cap_not_found	-	-	-	-	-	-	-
ERX3332802	cap_not_found	-	-	-	-	-	-	-
ERX3332806	cap_not_found	-	-	-	-	-	-	-
ERX3332807	cap_not_found	-	-	-	-	-	-	-
ERX3332808	cap_not_found	-	-	-	-	-	-	-
ERX3332809	cap_not_found	-	-	-	-	-	-	-
ERX3332810	cap_not_found	-	-	-	-	-	-	-
ERX3332811	cap_not_found	-	-	-	-	-	-	-
ERX3332814	cap_not_found	-	-	-	-	-	-	-
ERX3332815	cap_not_found	-	-	-	-	-	-	-
ERX3332816	cap_not_found	-	-	-	-	-	-	-
ERX3332818	cap_not_found	-	-	-	-	-	-	-
ERX3332820	cap_not_found	-	-	-	-	-	-	-
ERX3332822	cap_not_found	-	-	-	-	-	-	-
ERX3332823	cap_not_found	-	-	-	-	-	-	-
ERX3332824	cap_not_found	-	-	-	-	-	-	-
ERX3355537	type_b	full_gene_complement	bexA,bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00018|ERX3355537 len=15855 cov=32.3 corr=0 origname=Contig_7_32.2577_pilon sw=shovill-skesa/1.1.0 date=20210103:181-15853	4/4	4/4	2/2	1
ERX3433933	cap_not_found	-	-	-	-	-	-	-
ERX3433935	cap_not_found	-	-	-	-	-	-	-
ERX3433936	cap_not_found	-	-	-	-	-	-	-
ERX3433937	cap_not_found	-	-	-	-	-	-	-
ERX3433938	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|ERX3433938 len=770790 cov=87.1 corr=0 origname=Contig_7_87.0761_pilon sw=shovill-skesa/1.1.0 date=20201226:320536-332961	4/4	3/3	2/2	0
ERX3433939	cap_not_found	-	-	-	-	-	-	-
ERX3433940	cap_not_found	-	-	-	-	-	-	-
ERX3433941	cap_not_found	-	-	-	-	-	-	-
ERX3433942	cap_not_found	-	-	-	-	-	-	-
ERX3433944	cap_not_found	-	-	-	-	-	-	-
ERX3433945	cap_not_found	-	-	-	-	-	-	-
ERX3433946	cap_not_found	-	-	-	-	-	-	-
ERX3433948	cap_not_found	-	-	-	-	-	-	-
ERX3433949	cap_not_found	-	-	-	-	-	-	-
ERX3433950	type_c	full_gene_complement	bexA,bexB,bexC,bexD,ccs1,ccs2,ccs3,ccs4,hcsA,hcsB	gnl|contig00001|ERX3433950 len=883888 cov=83.6 corr=0 origname=Contig_12_83.567_pilon sw=shovill-skesa/1.1.0 date=20201224:564313-578950	4/4	4/4	2/2	2
ERX3433972	cap_not_found	-	-	-	-	-	-	-
ERX3433973	cap_not_found	-	-	-	-	-	-	-
ERX3433985	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00017|ERX3433985 len=17330 cov=184.5 corr=0 origname=Contig_31_184.543_pilon sw=shovill-skesa/1.1.0 date=20201224:85-15125;gnl|contig00030|ERX3433985 len=724 cov=75.8 corr=0 origname=Contig_6_75.8452_pilon sw=shovill-skesa/1.1.0 date=20201224:181-723	4/4	4/4	2/2	2
ERX3433986	cap_not_found	-	-	-	-	-	-	-
ERX3433987	cap_not_found	-	-	-	-	-	-	-
ERX3433992	cap_not_found	-	-	-	-	-	-	-
ERX3433993	cap_not_found	-	-	-	-	-	-	-
ERX3433994	cap_not_found	-	-	-	-	-	-	-
ERX3433995	cap_not_found	-	-	-	-	-	-	-
ERX3433996	cap_not_found	-	-	-	-	-	-	-
ERX3433998	cap_not_found	-	-	-	-	-	-	-
ERX3433999	cap_not_found	-	-	-	-	-	-	-
ERX3434000	cap_not_found	-	-	-	-	-	-	-
ERX3434001	cap_not_found	-	-	-	-	-	-	-
ERX3434009	cap_not_found	-	-	-	-	-	-	-
ERX3434010	cap_not_found	-	-	-	-	-	-	-
ERX3434011	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00001|ERX3434011 len=323646 cov=89.4 corr=0 origname=Contig_30_89.3886_pilon sw=shovill-skesa/1.1.0 date=20201223:85-15125;gnl|contig00030|ERX3434011 len=724 cov=63.0 corr=0 origname=Contig_4_63.0341_pilon sw=shovill-skesa/1.1.0 date=20201223:181-723	4/4	4/4	2/2	2
ERX3434015	cap_not_found	-	-	-	-	-	-	-
ERX3434016	cap_not_found	-	-	-	-	-	-	-
ERX3434021	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00001|ERX3434021 len=337792 cov=87.3 corr=0 origname=Contig_13_87.2919_pilon sw=shovill-skesa/1.1.0 date=20210103:24997-43061	4/4	8/8	2/2	0
ERX3434022	cap_not_found	-	-	-	-	-	-	-
ERX3434024	cap_not_found	-	-	-	-	-	-	-
ERX3434025	cap_not_found	-	-	-	-	-	-	-
ERX3434028	cap_not_found	-	-	-	-	-	-	-
ERX3434029	cap_not_found	-	-	-	-	-	-	-
ERX3434036	cap_not_found	-	-	-	-	-	-	-
ERX3434037	cap_not_found	-	-	-	-	-	-	-
ERX3434038	cap_not_found	-	-	-	-	-	-	-
ERX3434039	cap_not_found	-	-	-	-	-	-	-
ERX3434040	cap_not_found	-	-	-	-	-	-	-
ERX3434046	cap_not_found	-	-	-	-	-	-	-
ERX3434047	cap_not_found	-	-	-	-	-	-	-
ERX3434048	cap_not_found	-	-	-	-	-	-	-
ERX3434051	cap_not_found	-	-	-	-	-	-	-
ERX3434052	cap_not_found	-	-	-	-	-	-	-
ERX3434057	cap_not_found	-	-	-	-	-	-	-
ERX3434059	cap_not_found	-	-	-	-	-	-	-
ERX3434060	cap_not_found	-	-	-	-	-	-	-
ERX3434067	cap_not_found	-	-	-	-	-	-	-
ERX3434070	cap_not_found	-	-	-	-	-	-	-
ERX3434071	cap_not_found	-	-	-	-	-	-	-
ERX3434072	cap_not_found	-	-	-	-	-	-	-
ERX3434090	cap_not_found	-	-	-	-	-	-	-
ERX3434091	cap_not_found	-	-	-	-	-	-	-
ERX3434093	cap_not_found	-	-	-	-	-	-	-
ERX3434096	cap_not_found	-	-	-	-	-	-	-
ERX3434097	cap_not_found	-	-	-	-	-	-	-
ERX3434098	cap_not_found	-	-	-	-	-	-	-
ERX3434099	cap_not_found	-	-	-	-	-	-	-
ERX3434101	cap_not_found	-	-	-	-	-	-	-
ERX3434106	cap_not_found	-	-	-	-	-	-	-
ERX3434107	cap_not_found	-	-	-	-	-	-	-
ERX3434110	cap_not_found	-	-	-	-	-	-	-
ERX3434111	cap_not_found	-	-	-	-	-	-	-
ERX3434113	cap_not_found	-	-	-	-	-	-	-
ERX3434114	cap_not_found	-	-	-	-	-	-	-
ERX3434115	cap_not_found	-	-	-	-	-	-	-
ERX3434116	cap_not_found	-	-	-	-	-	-	-
ERX3434120	cap_not_found	-	-	-	-	-	-	-
ERX3434121	cap_not_found	-	-	-	-	-	-	-
ERX3434122	cap_not_found	-	-	-	-	-	-	-
ERX3434123	cap_not_found	-	-	-	-	-	-	-
ERX3434128	cap_not_found	-	-	-	-	-	-	-
ERX3434129	cap_not_found	-	-	-	-	-	-	-
ERX3434130	cap_not_found	-	-	-	-	-	-	-
ERX3434133	cap_not_found	-	-	-	-	-	-	-
ERX3434134	cap_not_found	-	-	-	-	-	-	-
ERX3434140	cap_not_found	-	-	-	-	-	-	-
ERX3434141	type_f	full_gene_complement	bexA,bexB,bexC,bexD,fcs1,fcs2,fcs3,hcsA,hcsB	gnl|contig00003|ERX3434141 len=117898 cov=84.5 corr=0 origname=Contig_48_84.5036_pilon sw=shovill-skesa/1.1.0 date=20201226:13630-26055	4/4	3/3	2/2	0
ERX3434142	cap_not_found	-	-	-	-	-	-	-
ERX3434143	cap_not_found	-	-	-	-	-	-	-
ERX3434145	cap_not_found	-	-	-	-	-	-	-
ERX3434146	cap_not_found	-	-	-	-	-	-	-
ERX3434147	cap_not_found	-	-	-	-	-	-	-
ERX3434148	cap_not_found	-	-	-	-	-	-	-
ERX3434149	cap_not_found	-	-	-	-	-	-	-
ERX3434154	cap_not_found	-	-	-	-	-	-	-
ERX3434155	cap_not_found	-	-	-	-	-	-	-
ERX3434156	cap_not_found	-	-	-	-	-	-	-
ERX3434160	cap_not_found	-	-	-	-	-	-	-
ERX3434161	cap_not_found	-	-	-	-	-	-	-
ERX3434162	cap_not_found	-	-	-	-	-	-	-
ERX3434163	cap_not_found	-	-	-	-	-	-	-
ERX3434164	cap_not_found	-	-	-	-	-	-	-
ERX3434170	cap_not_found	-	-	-	-	-	-	-
ERX3434171	cap_not_found	-	-	-	-	-	-	-
ERX3434172	cap_not_found	-	-	-	-	-	-	-
ERX3434176	cap_not_found	-	-	-	-	-	-	-
ERX3434177	cap_not_found	-	-	-	-	-	-	-
ERX3434184	cap_not_found	-	-	-	-	-	-	-
ERX3434185	cap_not_found	-	-	-	-	-	-	-
ERX3434186	cap_not_found	-	-	-	-	-	-	-
ERX3434187	cap_not_found	-	-	-	-	-	-	-
ERX3434188	cap_not_found	-	-	-	-	-	-	-
ERX3434190	cap_not_found	-	-	-	-	-	-	-
ERX3434191	cap_not_found	-	-	-	-	-	-	-
ERX3434192	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|ERX3434192 len=662198 cov=80.6 corr=0 origname=Contig_90_80.562_pilon sw=shovill-skesa/1.1.0 date=20201224:247561-259985	4/4	3/3	2/2	0
ERX3434201	cap_not_found	-	-	-	-	-	-	-
ERX3434203	cap_not_found	-	-	-	-	-	-	-
ERX3434210	cap_not_found	-	-	-	-	-	-	-
ERX3434212	type_f	full_gene_complement	bexA,bexB,bexC,bexD,fcs1,fcs2,fcs3,hcsA,hcsB	gnl|contig00001|ERX3434212 len=879812 cov=84.0 corr=0 origname=Contig_11_84.0183_pilon sw=shovill-skesa/1.1.0 date=20201223:85591-98015	4/4	3/3	2/2	0
ERX3434213	cap_not_found	-	-	-	-	-	-	-
ERX3434218	type_c	full_gene_complement	hcsB,hcsA,ccs4,ccs3,ccs2,ccs1,bexD,bexC,bexB,bexA	gnl|contig00015|ERX3434218 len=46287 cov=89.6 corr=0 origname=Contig_7_89.6445_pilon sw=shovill-skesa/1.1.0 date=20201227:10673-25279	4/4	4/4	2/2	2
ERX3434219	cap_not_found	-	-	-	-	-	-	-
ERX3434220	cap_not_found	-	-	-	-	-	-	-
ERX3434223	cap_not_found	-	-	-	-	-	-	-
ERX3434225	cap_not_found	-	-	-	-	-	-	-
ERX3434226	cap_not_found	-	-	-	-	-	-	-
ERX3434227	type_a	full_gene_complement	bexA,bexB,bexC,bexD,acs1,acs2,acs3,acs4,hcsA,hcsB	gnl|contig00034|ERX3434227 len=14719 cov=86.5 corr=0 origname=Contig_7_86.4561_pilon sw=shovill-skesa/1.1.0 date=20201226:181-13231	4/4	4/4	2/2	1
ERX3434231	type_b	full_gene_complement,fragmented_locus	bexA;bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00072|ERX3434231 len=724 cov=60.9 corr=0 origname=Contig_12_60.9176_pilon sw=shovill-skesa/1.1.0 date=20201228:181-723;gnl|contig00032|ERX3434231 len=17330 cov=167.1 corr=0 origname=Contig_74_167.058_pilon sw=shovill-skesa/1.1.0 date=20201228:85-15125	4/4	4/4	2/2	2
ERX3434233	cap_not_found	-	-	-	-	-	-	-
ERX3434239	cap_not_found	-	-	-	-	-	-	-
ERX3434240	cap_not_found	-	-	-	-	-	-	-
ERX3434249	cap_not_found	-	-	-	-	-	-	-
ERX3434250	cap_not_found	-	-	-	-	-	-	-
ERX3434256	cap_not_found	-	-	-	-	-	-	-
ERX3434257	cap_not_found	-	-	-	-	-	-	-
ERX3434258	cap_not_found	-	-	-	-	-	-	-
ERX3434263	cap_not_found	-	-	-	-	-	-	-
ERX3434264	cap_not_found	-	-	-	-	-	-	-
ERX3434269	cap_not_found	-	-	-	-	-	-	-
ERX3434270	cap_not_found	-	-	-	-	-	-	-
ERX3434273	cap_not_found	-	-	-	-	-	-	-
ERX3434274	cap_not_found	-	-	-	-	-	-	-
ERX3434275	cap_not_found	-	-	-	-	-	-	-
ERX3434276	cap_not_found	-	-	-	-	-	-	-
ERX3434285	cap_not_found	-	-	-	-	-	-	-
ERX3434286	cap_not_found	-	-	-	-	-	-	-
ERX3434296	cap_not_found	-	-	-	-	-	-	-
ERX3434297	cap_not_found	-	-	-	-	-	-	-
ERX3434300	cap_not_found	-	-	-	-	-	-	-
ERX3434302	cap_not_found	-	-	-	-	-	-	-
ERX3434303	cap_not_found	-	-	-	-	-	-	-
ERX3434304	cap_not_found	-	-	-	-	-	-	-
ERX3434315	cap_not_found	-	-	-	-	-	-	-
ERX3434316	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00034|ERX3434316 len=17356 cov=191.0 corr=0 origname=Contig_82_190.969_pilon sw=shovill-skesa/1.1.0 date=20201228:85-15151;gnl|contig00080|ERX3434316 len=724 cov=79.4 corr=0 origname=Contig_15_79.4091_pilon sw=shovill-skesa/1.1.0 date=20201228:181-723	4/4	4/4	2/2	2
ERX3434317	type_c	full_gene_complement	bexA,bexB,bexC,bexD,ccs1,ccs2,ccs3,ccs4,hcsA,hcsB	gnl|contig00001|ERX3434317 len=609894 cov=86.3 corr=0 origname=Contig_13_86.3466_pilon sw=shovill-skesa/1.1.0 date=20210104:290270-304876	4/4	4/4	2/2	2
ERX3434318	cap_not_found	-	-	-	-	-	-	-
ERX3434331	cap_not_found	-	-	-	-	-	-	-
ERX3434332	cap_not_found	-	-	-	-	-	-	-
ERX3434333	cap_not_found	-	-	-	-	-	-	-
ERX3434341	cap_not_found	-	-	-	-	-	-	-
ERX3434345	cap_not_found	-	-	-	-	-	-	-
ERX3434346	cap_not_found	-	-	-	-	-	-	-
ERX3434347	type_c	full_gene_complement	bexA,bexB,bexC,bexD,ccs1,ccs2,ccs3,ccs4,hcsA,hcsB	gnl|contig00002|ERX3434347 len=322103 cov=90.7 corr=0 origname=Contig_20_90.6776_pilon sw=shovill-skesa/1.1.0 date=20210103:41782-56388	4/4	4/4	2/2	2
ERX3434352	cap_not_found	-	-	-	-	-	-	-
ERX3434359	cap_not_found	-	-	-	-	-	-	-
ERX3434365	cap_not_found	-	-	-	-	-	-	-
ERX3434366	cap_not_found	-	-	-	-	-	-	-
ERX3434367	cap_not_found	-	-	-	-	-	-	-
ERX3434373	cap_not_found	-	-	-	-	-	-	-
ERX3434374	cap_not_found	-	-	-	-	-	-	-
ERX3434379	cap_not_found	-	-	-	-	-	-	-
ERX3434385	cap_not_found	-	-	-	-	-	-	-
ERX3434401	cap_not_found	-	-	-	-	-	-	-
ERX3434405	cap_not_found	-	-	-	-	-	-	-
ERX3434413	cap_not_found	-	-	-	-	-	-	-
ERX3434418	cap_not_found	-	-	-	-	-	-	-
ERX3434420	cap_not_found	-	-	-	-	-	-	-
ERX3434421	cap_not_found	-	-	-	-	-	-	-
ERX3434425	cap_not_found	-	-	-	-	-	-	-
ERX3434426	cap_not_found	-	-	-	-	-	-	-
ERX3434427	cap_not_found	-	-	-	-	-	-	-
ERX3434428	cap_not_found	-	-	-	-	-	-	-
ERX3434430	cap_not_found	-	-	-	-	-	-	-
ERX3434442	cap_not_found	-	-	-	-	-	-	-
ERX3434443	cap_not_found	-	-	-	-	-	-	-
ERX3434446	cap_not_found	-	-	-	-	-	-	-
ERX3434447	cap_not_found	-	-	-	-	-	-	-
ERX3434454	cap_not_found	-	-	-	-	-	-	-
ERX3434456	cap_not_found	-	-	-	-	-	-	-
ERX3434459	cap_not_found	-	-	-	-	-	-	-
ERX3434463	cap_not_found	-	-	-	-	-	-	-
ERX3434464	cap_not_found	-	-	-	-	-	-	-
ERX3434465	cap_not_found	-	-	-	-	-	-	-
ERX3434469	cap_not_found	-	-	-	-	-	-	-
ERX3434472	cap_not_found	-	-	-	-	-	-	-
ERX3434475	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00020|ERX3434475 len=17330 cov=183.8 corr=0 origname=Contig_35_183.758_pilon sw=shovill-skesa/1.1.0 date=20201222:85-15125;gnl|contig00034|ERX3434475 len=724 cov=79.0 corr=0 origname=Contig_8_79.0412_pilon sw=shovill-skesa/1.1.0 date=20201222:181-723	4/4	4/4	2/2	2
ERX3434476	cap_not_found	-	-	-	-	-	-	-
ERX3434477	cap_not_found	-	-	-	-	-	-	-
ERX3434483	cap_not_found	-	-	-	-	-	-	-
ERX3434485	type_c	full_gene_complement	hcsB,hcsA,ccs4,ccs3,ccs2,ccs1,bexD,bexC,bexB,bexA	gnl|contig00015|ERX3434485 len=46287 cov=92.1 corr=0 origname=Contig_9_92.1194_pilon sw=shovill-skesa/1.1.0 date=20201226:10673-25279	4/4	4/4	2/2	2
ERX3434490	cap_not_found	-	-	-	-	-	-	-
ERX3434493	cap_not_found	-	-	-	-	-	-	-
ERX3434500	cap_not_found	-	-	-	-	-	-	-
ERX3434514	cap_not_found	-	-	-	-	-	-	-
ERX3434515	cap_not_found	-	-	-	-	-	-	-
ERX3434518	cap_not_found	-	-	-	-	-	-	-
ERX3434526	cap_not_found	-	-	-	-	-	-	-
ERX3434527	cap_not_found	-	-	-	-	-	-	-
ERX3434538	cap_not_found	-	-	-	-	-	-	-
ERX3434544	cap_not_found	-	-	-	-	-	-	-
ERX3434547	cap_not_found	-	-	-	-	-	-	-
ERX3434548	cap_not_found	-	-	-	-	-	-	-
ERX3434555	cap_not_found	-	-	-	-	-	-	-
ERX3434563	cap_not_found	-	-	-	-	-	-	-
ERX3434568	cap_not_found	-	-	-	-	-	-	-
ERX3434569	cap_not_found	-	-	-	-	-	-	-
ERX3434575	cap_not_found	-	-	-	-	-	-	-
ERX3434579	cap_not_found	-	-	-	-	-	-	-
ERX3434580	type_b	full_gene_complement	bexA,bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00001|ERX3434580 len=324531 cov=95.2 corr=0 origname=Contig_4_95.2127_pilon sw=shovill-skesa/1.1.0 date=20210103:181-15871	4/4	4/4	2/2	2
ERX3434590	cap_not_found	-	-	-	-	-	-	-
ERX3434617	cap_not_found	-	-	-	-	-	-	-
ERX3434623	cap_not_found	-	-	-	-	-	-	-
ERX3434644	cap_not_found	-	-	-	-	-	-	-
ERX3434657	cap_not_found	-	-	-	-	-	-	-
ERX3434658	cap_not_found	-	-	-	-	-	-	-
ERX3434659	cap_not_found	-	-	-	-	-	-	-
ERX3434662	cap_not_found	-	-	-	-	-	-	-
ERX3434665	cap_not_found	-	-	-	-	-	-	-
ERX3434674	cap_not_found	-	-	-	-	-	-	-
ERX3434678	cap_not_found	-	-	-	-	-	-	-
ERX3434679	cap_not_found	-	-	-	-	-	-	-
ERX3434680	cap_not_found	-	-	-	-	-	-	-
ERX3434681	cap_not_found	-	-	-	-	-	-	-
ERX3434682	cap_not_found	-	-	-	-	-	-	-
ERX3434684	cap_not_found	-	-	-	-	-	-	-
ERX3434685	cap_not_found	-	-	-	-	-	-	-
ERX3434686	cap_not_found	-	-	-	-	-	-	-
ERX3434687	cap_not_found	-	-	-	-	-	-	-
ERX3434689	cap_not_found	-	-	-	-	-	-	-
ERX3434690	cap_not_found	-	-	-	-	-	-	-
ERX3434691	cap_not_found	-	-	-	-	-	-	-
ERX3434692	cap_not_found	-	-	-	-	-	-	-
ERX3434693	cap_not_found	-	-	-	-	-	-	-
ERX3434694	cap_not_found	-	-	-	-	-	-	-
ERX3434695	cap_not_found	-	-	-	-	-	-	-
ERX3434697	cap_not_found	-	-	-	-	-	-	-
ERX3434698	cap_not_found	-	-	-	-	-	-	-
ERX3434699	cap_not_found	-	-	-	-	-	-	-
ERX3434700	type_b	full_gene_complement,truncated_genes,fragmented_locus	bexB,bexC,bexD,bcs1;bexA;bcs1*,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00052|ERX3434700 len=4815 cov=246.2 corr=0 origname=Contig_76_246.245_pilon sw=shovill-skesa/1.1.0 date=20201226:85-4815;gnl|contig00076|ERX3434700 len=724 cov=162.4 corr=0 origname=Contig_14_162.389_pilon sw=shovill-skesa/1.1.0 date=20201226:181-723;gnl|contig00038|ERX3434700 len=12498 cov=259.6 corr=0 origname=Contig_65_259.634_pilon sw=shovill-skesa/1.1.0 date=20201226:3-10293	4/4	4/4	2/2	2
ERX3434701	cap_not_found	-	-	-	-	-	-	-
ERX3434702	cap_not_found	-	-	-	-	-	-	-
ERX3434704	cap_not_found	-	-	-	-	-	-	-
ERX3434705	cap_not_found	-	-	-	-	-	-	-
ERX3434706	cap_not_found	-	-	-	-	-	-	-
ERX3434707	cap_not_found	-	-	-	-	-	-	-
ERX3434708	cap_not_found	-	-	-	-	-	-	-
ERX3434709	cap_not_found	-	-	-	-	-	-	-
ERX3434710	cap_not_found	-	-	-	-	-	-	-
ERX3434711	type_c	full_gene_complement	bexA,bexB,bexC,bexD,ccs1,ccs2,ccs3,ccs4,hcsA,hcsB	gnl|contig00001|ERX3434711 len=609860 cov=85.3 corr=0 origname=Contig_14_85.2512_pilon sw=shovill-skesa/1.1.0 date=20201224:290232-304838	4/4	4/4	2/2	2
ERX3434712	cap_not_found	-	-	-	-	-	-	-
ERX3434713	cap_not_found	-	-	-	-	-	-	-
ERX3434714	cap_not_found	-	-	-	-	-	-	-
ERX3434715	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00018|ERX3434715 len=17330 cov=164.8 corr=0 origname=Contig_34_164.836_pilon sw=shovill-skesa/1.1.0 date=20201225:85-15125;gnl|contig00032|ERX3434715 len=724 cov=76.1 corr=0 origname=Contig_6_76.1449_pilon sw=shovill-skesa/1.1.0 date=20201225:181-723	4/4	4/4	2/2	2
ERX3434716	cap_not_found	-	-	-	-	-	-	-
ERX3434717	cap_not_found	-	-	-	-	-	-	-
ERX3434718	cap_not_found	-	-	-	-	-	-	-
ERX3434719	cap_not_found	-	-	-	-	-	-	-
ERX3434720	cap_not_found	-	-	-	-	-	-	-
ERX3434721	cap_not_found	-	-	-	-	-	-	-
ERX3434722	cap_not_found	-	-	-	-	-	-	-
ERX3434724	cap_not_found	-	-	-	-	-	-	-
ERX3434725	cap_not_found	-	-	-	-	-	-	-
ERX3434726	cap_not_found	-	-	-	-	-	-	-
ERX3434727	type_b	full_gene_complement	bexA,bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00031|ERX3434727 len=18102 cov=239.7 corr=0 origname=Contig_11_239.652_pilon sw=shovill-skesa/1.1.0 date=20201228:181-15897	4/4	4/4	2/2	2
ERX3434729	cap_not_found	-	-	-	-	-	-	-
ERX3434730	cap_not_found	-	-	-	-	-	-	-
ERX3434731	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|ERX3434731 len=719540 cov=78.6 corr=0 origname=Contig_11_78.6434_pilon sw=shovill-skesa/1.1.0 date=20201226:674592-687017	4/4	3/3	2/2	0
ERX3434732	cap_not_found	-	-	-	-	-	-	-
ERX3434733	cap_not_found	-	-	-	-	-	-	-
