task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem
1019	cb/df100c	528112	minmer_query	GA58830 - plsdb.msh	minmer_query (GA58830 - plsdb.msh)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-21 19:11:56.809	2020-12-21 19:13:26.805	17m	1m 24s	general	203.0%	2.2%	2.7 GB	6.5 GB
1026	26/ed4844	528121	sequence_type	GA58697 - default - blast	sequence_type (GA58697 - default - blast)	COMPLETED	0	-	/opt/bactopia/singularity/sequence_type-1.5.x.simg	1	4h	-	1 GB	1	2020-12-21 19:13:16.826	2020-12-21 19:13:26.808	14m 10s	4.2s	general	100.0%	0.0%	50.8 MB	72.3 MB
1029	35/1cfae8	528124	estimate_genome_size	GA62624	estimate_genome_size (GA62624)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	1	4h	-	1 GB	1	2020-12-21 19:13:16.831	2020-12-21 19:13:26.811	13m 45s	50ms	general	91.9%	0.0%	0	0
1009	08/5eeb57	528103	minmer_query	GA58697 - refseq-k21-s1000.msh	minmer_query (GA58697 - refseq-k21-s1000.msh)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-21 19:10:51.836	2020-12-21 19:13:36.815	18m 20s	2m 40s	general	149.7%	5.7%	7.2 GB	12 GB
1028	17/ca96c8	528122	assembly_qc	GA58697 - quast	assembly_qc (GA58697 - quast)	COMPLETED	0	-	/opt/bactopia/singularity/assembly_qc-1.5.x.simg	3	30m	-	8 GB	1	2020-12-21 19:13:16.828	2020-12-21 19:13:36.818	14m 5s	19.2s	general	106.7%	0.1%	105.6 MB	3.3 GB
1032	0f/2a26e5	528127	estimate_genome_size	GA62635	estimate_genome_size (GA62635)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	1	4h	-	1 GB	1	2020-12-21 19:13:26.815	2020-12-21 19:13:36.822	13m 30s	42ms	general	79.6%	0.0%	0	0
1038	dd/8155b8	528131	make_blastdb	GA58830	make_blastdb (GA58830)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	1	4h	-	1 GB	1	2020-12-21 19:13:36.874	2020-12-21 19:13:41.805	12m 40s	513ms	general	94.2%	0.0%	5.7 MB	37.3 MB
1031	95/78c161	528125	qc_original_summary	GA60746	qc_original_summary (GA60746)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	2	4h	-	1 GB	1	2020-12-21 19:13:16.832	2020-12-21 19:13:56.804	13m 55s	38.9s	general	193.0%	0.5%	592.4 MB	3.6 GB
1024	47/438b7a	528119	annotate_genome	GA58697	annotate_genome (GA58697)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	1 GB	1	2020-12-21 19:13:01.820	2020-12-21 19:14:11.805	16m 55s	1m 4s	general	265.1%	0.0%	242.9 MB	31.1 GB
1039	1d/770b76	528133	sequence_type	GA58830 - default - blast	sequence_type (GA58830 - default - blast)	COMPLETED	0	-	/opt/bactopia/singularity/sequence_type-1.5.x.simg	1	4h	-	1 GB	1	2020-12-21 19:14:06.805	2020-12-21 19:14:11.813	12m 55s	3.8s	general	100.1%	0.0%	50.5 MB	72.2 MB
964	0c/e4bbbb	528057	plasmid_blast	GA58200	plasmid_blast (GA58200)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	3 GB	1	2020-12-21 19:02:21.788	2020-12-21 19:14:21.805	25m 10s	11m 55s	general	395.7%	2.8%	3.1 GB	3.2 GB
52	eb/887529	528132	gather_fastqs	GA67009	gather_fastqs (GA67009)	COMPLETED	0	-	/opt/bactopia/singularity/gather_fastqs-1.5.x.simg	4	4h	-	1 GB	1	2020-12-21 19:14:11.811	2020-12-21 19:14:21.808	13m 5s	43ms	general	87.8%	0.0%	0	0
1035	28/6c42f7	528129	qc_original_summary	GA60748	qc_original_summary (GA60748)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	2	4h	-	1 GB	1	2020-12-21 19:13:36.871	2020-12-21 19:14:31.805	13m 35s	55s	general	177.9%	0.6%	625.6 MB	3.5 GB
1041	20/b71ca5	528135	assembly_qc	GA58830 - quast	assembly_qc (GA58830 - quast)	COMPLETED	0	-	/opt/bactopia/singularity/assembly_qc-1.5.x.simg	3	30m	-	8 GB	1	2020-12-21 19:14:21.814	2020-12-21 19:14:41.805	13m 20s	18.1s	general	111.0%	0.1%	103.6 MB	3.3 GB
1025	63/c80451	528120	sequence_type	GA58697 - default - ariba	sequence_type (GA58697 - default - ariba)	COMPLETED	0	-	/opt/bactopia/singularity/sequence_type-1.5.x.simg	1	4h	-	1 GB	1	2020-12-21 19:13:16.825	2020-12-21 19:14:51.805	16m 50s	1m 34s	general	61.8%	0.1%	210.9 MB	7.1 GB
1018	2c/2f039b	528111	minmer_query	GA58830 - refseq-k21-s1000.msh	minmer_query (GA58830 - refseq-k21-s1000.msh)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-21 19:11:56.808	2020-12-21 19:15:06.806	18m 40s	3m 5s	general	141.2%	6.6%	7.2 GB	12 GB
1037	5c/4cd101	528134	sequence_type	GA58830 - default - ariba	sequence_type (GA58830 - default - ariba)	COMPLETED	0	-	/opt/bactopia/singularity/sequence_type-1.5.x.simg	1	4h	-	1 GB	1	2020-12-21 19:14:06.806	2020-12-21 19:15:11.805	13m 50s	1m 5s	general	78.2%	0.2%	220.5 MB	6.4 GB
1030	47/b70167	528126	qc_reads	GA60746	qc_reads (GA60746)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	4	4h	-	3 GB	1	2020-12-21 19:13:26.814	2020-12-21 19:15:31.808	15m 30s	1m 59s	general	370.8%	1.9%	2.4 GB	20.9 GB
1046	3a/6caa47	528140	qc_final_summary	GA60320	qc_final_summary (GA60320)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	2	4h	-	1 GB	1	2020-12-21 19:15:06.811	2020-12-21 19:15:31.823	13m 20s	19.6s	general	202.3%	0.5%	588.2 MB	3.4 GB
1021	3d/0a6004	528117	qc_reads	GA60745	qc_reads (GA60745)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	4	4h	-	3 GB	1	2020-12-21 19:13:01.819	2020-12-21 19:15:41.808	18m 50s	2m 32s	general	380.4%	1.7%	1.8 GB	20.9 GB
1036	84/c7ba07	528137	annotate_genome	GA58830	annotate_genome (GA58830)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	1 GB	1	2020-12-21 19:14:31.808	2020-12-21 19:15:41.822	14m	1m 2s	general	253.5%	0.1%	245.4 MB	31.3 GB
1043	57/071552	528139	count_31mers	GA60320	count_31mers (GA60320)	COMPLETED	0	-	/opt/bactopia/singularity/count_31mers-1.5.x.simg	4	4h	-	8 GB	1	2020-12-21 19:15:06.809	2020-12-21 19:15:56.809	13m 55s	46.5s	general	381.1%	6.4%	7 GB	7.3 GB
1042	6a/b53394	528138	minmer_sketch	GA60320	minmer_sketch (GA60320)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	1	4h	-	1 GB	1	2020-12-21 19:14:31.809	2020-12-21 19:16:16.810	14m 35s	1m 39s	general	110.0%	0.0%	27.3 MB	3.1 GB
1011	fa/d1106c	528105	call_variants_auto	GA58329 - GCF_900477945	call_variants_auto (GA58329 - GCF_900477945)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-21 19:11:06.820	2020-12-21 19:16:21.809	21m	5m 9s	general	215.4%	0.7%	937.5 MB	8 GB
1034	75/6166db	528130	qc_reads	GA60748	qc_reads (GA60748)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	4	4h	-	3 GB	1	2020-12-21 19:13:36.873	2020-12-21 19:16:41.810	15m 40s	2m 56s	general	387.1%	2.2%	2.7 GB	20.9 GB
1047	09/b8696d	528143	mapping_query	GA60320}	mapping_query (GA60320})	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	4	4h	-	1 GB	1	2020-12-21 19:15:31.839	2020-12-21 19:16:51.809	14m 25s	1m 5s	general	277.0%	0.4%	472.4 MB	900.9 MB
1055	6f/3c8fa9	528151	qc_final_summary	GA60397	qc_final_summary (GA60397)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	2	4h	-	1 GB	1	2020-12-21 19:16:51.819	2020-12-21 19:17:16.810	13m 10s	22.2s	general	207.4%	0.5%	591.3 MB	3.5 GB
1044	60/d75590	528147	ariba_analysis	GA60320 - card	ariba_analysis (GA60320 - card)	COMPLETED	0	-	/opt/bactopia/singularity/ariba_analysis-1.5.x.simg	3	4h	-	2 GB	1	2020-12-21 19:15:56.812	2020-12-21 19:17:21.810	14m 10s	1m 23s	general	228.2%	0.6%	765.7 MB	16.2 GB
1053	0e/4ec1c1	528149	count_31mers	GA60397	count_31mers (GA60397)	COMPLETED	0	-	/opt/bactopia/singularity/count_31mers-1.5.x.simg	4	4h	-	8 GB	1	2020-12-21 19:16:41.825	2020-12-21 19:17:26.810	13m 50s	43.8s	general	382.8%	5.6%	7 GB	7.3 GB
1057	6d/bdc7a8	528150	ariba_analysis	GA60397 - card	ariba_analysis (GA60397 - card)	COMPLETED	0	-	/opt/bactopia/singularity/ariba_analysis-1.5.x.simg	3	4h	-	2 GB	1	2020-12-21 19:16:51.817	2020-12-21 19:18:01.811	13m 55s	1m 8s	general	233.5%	0.6%	797 MB	17 GB
1033	bb/ead5a1	528128	call_variants_auto	GA58625 - GCF_900475755	call_variants_auto (GA58625 - GCF_900475755)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-21 19:13:36.825	2020-12-21 19:18:11.811	17m 50s	4m 28s	general	225.1%	0.6%	785 MB	8 GB
1027	04/f5c301	528123	assembly_qc	GA58697 - checkm	assembly_qc (GA58697 - checkm)	COMPLETED	0	-	/opt/bactopia/singularity/assembly_qc-1.5.x.simg	3	30m	-	8 GB	1	2020-12-21 19:13:16.829	2020-12-21 19:18:41.812	19m 5s	5m 23s	general	107.7%	21.3%	26.8 GB	29.9 GB
53	a7/d53ce4	528157	gather_fastqs	GA67057	gather_fastqs (GA67057)	COMPLETED	0	-	/opt/bactopia/singularity/gather_fastqs-1.5.x.simg	4	4h	-	1 GB	1	2020-12-21 19:18:46.812	2020-12-21 19:18:56.811	14m 5s	45ms	general	84.8%	0.0%	0	0
1050	4c/4d07f7	528141	call_variants	GA60320 - GA54827	call_variants (GA60320 - GA54827)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-21 19:15:06.812	2020-12-21 19:19:11.812	16m 55s	3m 55s	general	226.9%	0.7%	880.5 MB	8 GB
1054	3d/812e7a	528155	minmer_sketch	GA60397	minmer_sketch (GA60397)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	1	4h	-	1 GB	1	2020-12-21 19:17:36.809	2020-12-21 19:19:31.812	14m 50s	1m 55s	general	107.7%	0.0%	27.2 MB	3.1 GB
1048	8a/993552	528146	ariba_analysis	GA60320 - vfdb_core	ariba_analysis (GA60320 - vfdb_core)	COMPLETED	0	-	/opt/bactopia/singularity/ariba_analysis-1.5.x.simg	3	4h	-	2 GB	1	2020-12-21 19:15:41.848	2020-12-21 19:19:41.813	16m 35s	3m 57s	general	259.7%	0.8%	966.6 MB	16.9 GB
1051	b4/56306c	528145	call_variants	GA60320 - GCF_000027305	call_variants (GA60320 - GCF_000027305)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-21 19:15:41.846	2020-12-21 19:19:46.812	16m 50s	3m 58s	general	232.3%	0.7%	858.1 MB	8 GB
1052	a6/d8c662	528144	call_variants	GA60320 - GA81666	call_variants (GA60320 - GA81666)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-21 19:15:41.844	2020-12-21 19:19:56.812	17m	4m 9s	general	234.0%	0.8%	969.7 MB	8.1 GB
1040	5a/04a84b	528136	assembly_qc	GA58830 - checkm	assembly_qc (GA58830 - checkm)	COMPLETED	0	-	/opt/bactopia/singularity/assembly_qc-1.5.x.simg	3	30m	-	8 GB	1	2020-12-21 19:14:21.816	2020-12-21 19:20:01.813	18m 30s	5m 33s	general	105.8%	24.3%	26.8 GB	29.9 GB
1066	43/a45c24	528163	estimate_genome_size	GA62730	estimate_genome_size (GA62730)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	1	4h	-	1 GB	1	2020-12-21 19:19:56.818	2020-12-21 19:20:06.814	14m 45s	50ms	general	80.8%	0.0%	0	0
1059	0a/16b0b4	528159	mapping_query	GA60397}	mapping_query (GA60397})	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	4	4h	-	1 GB	1	2020-12-21 19:19:11.818	2020-12-21 19:20:36.826	15m 35s	1m 14s	general	262.0%	0.4%	482.8 MB	900.9 MB
1065	fd/d44ad6	528161	blast_proteins	GA58625	blast_proteins (GA58625)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	1 GB	1	2020-12-21 19:19:46.817	2020-12-21 19:20:41.815	15m 20s	38.6s	general	109.7%	0.0%	25 MB	35.6 MB
1064	a7/6043a7	528162	blast_genes	GA58625	blast_genes (GA58625)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	1 GB	1	2020-12-21 19:19:56.816	2020-12-21 19:20:46.815	15m 25s	36.1s	general	114.4%	0.0%	25.1 MB	35.6 MB
1001	49/768cfc	528096	plasmid_blast	GA58303	plasmid_blast (GA58303)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	3 GB	1	2020-12-21 19:10:01.811	2020-12-21 19:20:56.814	26m 15s	10m 55s	general	394.7%	2.9%	3.2 GB	3.2 GB
1049	4c/230e0f	528142	call_variants	GA60320 - GCF_900475535	call_variants (GA60320 - GCF_900475535)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-21 19:15:31.837	2020-12-21 19:20:56.817	18m 40s	5m 22s	general	235.7%	0.7%	890.3 MB	8 GB
1058	31/edfede	528152	ariba_analysis	GA60397 - vfdb_core	ariba_analysis (GA60397 - vfdb_core)	COMPLETED	0	-	/opt/bactopia/singularity/ariba_analysis-1.5.x.simg	3	4h	-	2 GB	1	2020-12-21 19:17:21.813	2020-12-21 19:21:06.814	16m 50s	3m 41s	general	255.4%	0.8%	1.1 GB	16.7 GB
1069	d4/aabf37	528166	fastq_status	-	fastq_status (47)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	1	4h	-	1 GB	1	2020-12-21 19:20:41.823	2020-12-21 19:21:31.816	15m 25s	44.6s	general	155.7%	0.5%	610.5 MB	35.6 GB
1045	f3/ab5fc8	528148	assemble_genome	GA60320	assemble_genome (GA60320)	COMPLETED	0	-	/opt/bactopia/singularity/assemble_genome-1.5.x.simg	3	30m	-	8 GB	1	2020-12-21 19:16:21.814	2020-12-21 19:21:36.826	18m 15s	5m 12s	general	244.2%	1.5%	1.9 GB	13.2 GB
1061	05/3f2a7a	528153	call_variants	GA60397 - GCF_000027305	call_variants (GA60397 - GCF_000027305)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-21 19:17:31.810	2020-12-21 19:21:36.838	17m 20s	3m 57s	general	226.1%	0.7%	955.3 MB	8 GB
1070	9d/c41c04	528167	count_31mers	GA60421	count_31mers (GA60421)	COMPLETED	0	-	/opt/bactopia/singularity/count_31mers-1.5.x.simg	4	4h	-	8 GB	1	2020-12-21 19:20:46.822	2020-12-21 19:21:41.817	15m 20s	55.8s	general	361.7%	6.4%	7.1 GB	7.3 GB
1068	87/f716c7	528165	antimicrobial_resistance	GA58625	antimicrobial_resistance (GA58625)	COMPLETED	0	-	/opt/bactopia/singularity/antimicrobial_resistance-1.5.x.simg	4	4h	-	1 GB	1	2020-12-21 19:20:41.822	2020-12-21 19:22:31.820	16m 30s	1m 50s	general	198.1%	0.0%	130.5 MB	261.9 MB
1073	cd/dce5a8	528170	ariba_analysis	GA60421 - card	ariba_analysis (GA60421 - card)	COMPLETED	0	-	/opt/bactopia/singularity/ariba_analysis-1.5.x.simg	3	4h	-	2 GB	1	2020-12-21 19:21:06.818	2020-12-21 19:22:31.825	15m 45s	1m 27s	general	234.9%	0.7%	828.9 MB	16.4 GB
1062	97/ee0da1	528156	call_variants	GA60397 - GA54827	call_variants (GA60397 - GA54827)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-21 19:18:11.815	2020-12-21 19:22:41.818	17m 55s	4m 24s	general	217.4%	0.7%	961.7 MB	8 GB
1081	14/7d6b08	528178	download_references	GA58945 - 1 reference(s)	download_references (GA58945 - 1 reference(s))	COMPLETED	0	-	/opt/bactopia/singularity/download_references-1.5.x.simg	1	4h	-	1 GB	1	2020-12-21 19:22:31.832	2020-12-21 19:22:46.819	14m 40s	8.5s	general	77.5%	0.2%	259.1 MB	266 MB
1079	74/6a2ae8	528177	qc_final_summary	GA60421	qc_final_summary (GA60421)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	2	4h	-	1 GB	1	2020-12-21 19:22:31.830	2020-12-21 19:22:56.819	15m 5s	19.7s	general	212.9%	0.5%	584.8 MB	3.6 GB
1056	89/ee9cb8	528154	assemble_genome	GA60397	assemble_genome (GA60397)	COMPLETED	0	-	/opt/bactopia/singularity/assemble_genome-1.5.x.simg	3	30m	-	8 GB	1	2020-12-21 19:18:01.817	2020-12-21 19:23:01.819	18m 45s	4m 58s	general	239.3%	1.6%	2.1 GB	13 GB
1071	54/9954f7	528172	minmer_sketch	GA60421	minmer_sketch (GA60421)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	1	4h	-	1 GB	1	2020-12-21 19:21:06.820	2020-12-21 19:23:16.820	16m 10s	2m 7s	general	107.8%	0.0%	27.4 MB	3.1 GB
1097	5f/2c031a	528192	assembly_qc	GA58945 - quast	assembly_qc (GA58945 - quast)	COMPLETED	0	-	/opt/bactopia/singularity/assembly_qc-1.5.x.simg	3	30m	-	8 GB	1	2020-12-21 19:23:06.819	2020-12-21 19:23:31.821	12m 25s	21.6s	general	102.4%	0.1%	138.2 MB	3.3 GB
1072	c4/78d427	528175	mapping_query	GA60421}	mapping_query (GA60421})	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	4	4h	-	1 GB	1	2020-12-21 19:22:31.829	2020-12-21 19:23:46.820	16m 25s	1m 3s	general	277.4%	0.4%	471.8 MB	900.9 MB
1082	2f/ead0e6	528179	minmer_query	GA58945 - genbank-k51.json.gz	minmer_query (GA58945 - genbank-k51.json.gz)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-21 19:22:46.824	2020-12-21 19:23:51.821	15m 40s	1m 3s	general	99.8%	3.4%	4.3 GB	4.3 GB
1063	c7/076bc0	528160	call_variants	GA60397 - GA81666	call_variants (GA60397 - GA81666)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-21 19:19:41.818	2020-12-21 19:23:56.820	18m 35s	4m 8s	general	224.1%	0.7%	898.6 MB	8 GB
1085	ef/1785b6	528180	minmer_query	GA58945 - genbank-k31.json.gz	minmer_query (GA58945 - genbank-k31.json.gz)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-21 19:22:56.833	2020-12-21 19:24:16.821	15m 40s	1m 18s	general	99.7%	3.9%	4.3 GB	4.3 GB
1012	48/0c1de1	528107	plasmid_blast	GA58329	plasmid_blast (GA58329)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	3 GB	1	2020-12-21 19:11:21.809	2020-12-21 19:24:21.821	28m 25s	12m 59s	general	397.4%	2.4%	3.2 GB	3.2 GB
1060	8d/1881de	528158	call_variants	GA60397 - GCF_900475535	call_variants (GA60397 - GCF_900475535)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-21 19:19:01.812	2020-12-21 19:24:26.820	19m 30s	5m 23s	general	231.6%	0.6%	835.9 MB	8 GB
1089	bc/45899c	528185	qc_original_summary	GA60929	qc_original_summary (GA60929)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	2	4h	-	1 GB	1	2020-12-21 19:24:21.824	2020-12-21 19:24:56.823	14m 15s	33.3s	general	202.9%	0.5%	590.6 MB	3.7 GB
1077	dd/1df78f	528169	call_variants	GA60421 - GA54827	call_variants (GA60421 - GA54827)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-21 19:21:01.815	2020-12-21 19:25:01.823	18m 20s	3m 54s	general	228.9%	0.7%	815.2 MB	8 GB
1083	52/1646c8	528182	minmer_query	GA58945 - genbank-k21.json.gz	minmer_query (GA58945 - genbank-k21.json.gz)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-21 19:23:51.824	2020-12-21 19:25:11.825	15m 10s	1m 17s	general	100.7%	3.1%	4 GB	4 GB
1095	41/1c09bc	528190	make_blastdb	GA58945	make_blastdb (GA58945)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	1	4h	-	1 GB	1	2020-12-21 19:25:11.828	2020-12-21 19:25:11.829	14m 20s	504ms	general	100.2%	0.0%	5.1 MB	32.5 MB
1074	b7/351cb3	528168	ariba_analysis	GA60421 - vfdb_core	ariba_analysis (GA60421 - vfdb_core)	COMPLETED	0	-	/opt/bactopia/singularity/ariba_analysis-1.5.x.simg	3	4h	-	2 GB	1	2020-12-21 19:20:56.821	2020-12-21 19:25:26.825	19m 5s	4m 25s	general	255.4%	0.8%	1 GB	17.1 GB
1090	14/67eefc	528187	fastq_status	-	fastq_status (48)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	1	4h	-	1 GB	1	2020-12-21 19:24:26.826	2020-12-21 19:25:31.825	14m 45s	53.8s	general	163.3%	0.5%	621.1 MB	35.7 GB
1080	b5/e746ce	528174	call_variants	GA60421 - GCF_000027305	call_variants (GA60421 - GCF_000027305)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-21 19:21:41.820	2020-12-21 19:25:36.836	18m 15s	3m 44s	general	231.2%	0.6%	796.4 MB	8 GB
1086	da/a017bc	528183	minmer_query	GA58945 - plsdb.msh	minmer_query (GA58945 - plsdb.msh)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-21 19:23:56.825	2020-12-21 19:25:36.840	15m 25s	1m 35s	general	183.0%	2.5%	2.7 GB	6.5 GB
1096	50/94a377	528195	sequence_type	GA58945 - default - blast	sequence_type (GA58945 - default - blast)	COMPLETED	0	-	/opt/bactopia/singularity/sequence_type-1.5.x.simg	1	4h	-	1 GB	1	2020-12-21 19:25:26.832	2020-12-21 19:25:36.843	14m 15s	6.6s	general	87.4%	0.1%	123 MB	144.2 MB
1078	ec/beabf0	528173	call_variants	GA60421 - GA81666	call_variants (GA60421 - GA81666)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-21 19:21:36.859	2020-12-21 19:25:46.824	18m 30s	4m 3s	general	235.2%	0.7%	927.7 MB	8 GB
1092	72/7ea169	528188	qc_original_summary	GA62012	qc_original_summary (GA62012)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	2	4h	-	1 GB	1	2020-12-21 19:24:56.827	2020-12-21 19:25:46.829	14m 55s	44.4s	general	192.0%	0.5%	597.5 MB	3.6 GB
1076	f3/913be3	528176	assemble_genome	GA60421	assemble_genome (GA60421)	COMPLETED	0	-	/opt/bactopia/singularity/assemble_genome-1.5.x.simg	3	30m	-	8 GB	1	2020-12-21 19:20:06.819	2020-12-21 19:26:16.825	18m 50s	6m 3s	general	250.5%	1.9%	2.1 GB	13 GB
1093	6d/7df5d1	528191	annotate_genome	GA58945	annotate_genome (GA58945)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	1 GB	1	2020-12-21 19:25:11.832	2020-12-21 19:26:21.826	15m 20s	1m 5s	general	257.2%	0.1%	245 MB	33.9 GB
1104	35/007213	528201	qc_final_summary	GA60512	qc_final_summary (GA60512)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	2	4h	-	1 GB	1	2020-12-21 19:26:06.826	2020-12-21 19:26:26.863	14m 25s	17.5s	general	218.7%	0.5%	585.2 MB	3.5 GB
1088	9f/c3fd14	528186	qc_reads	GA60929	qc_reads (GA60929)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	4	4h	-	3 GB	1	2020-12-21 19:24:26.825	2020-12-21 19:26:31.826	15m 50s	1m 51s	general	379.5%	0.8%	1.1 GB	21 GB
1103	62/1c1351	528199	count_31mers	GA60512	count_31mers (GA60512)	COMPLETED	0	-	/opt/bactopia/singularity/count_31mers-1.5.x.simg	4	4h	-	8 GB	1	2020-12-21 19:25:46.833	2020-12-21 19:26:31.839	14m 35s	40.5s	general	384.5%	5.6%	7 GB	7.3 GB
1111	c2/5ebacd	528207	download_references	GA60046 - 1 reference(s)	download_references (GA60046 - 1 reference(s))	COMPLETED	0	-	/opt/bactopia/singularity/download_references-1.5.x.simg	1	4h	-	1 GB	1	2020-12-21 19:26:36.838	2020-12-21 19:26:51.827	13m 35s	10.5s	general	83.3%	0.2%	259 MB	266 MB
1094	f8/be182b	528194	sequence_type	GA58945 - default - ariba	sequence_type (GA58945 - default - ariba)	COMPLETED	0	-	/opt/bactopia/singularity/sequence_type-1.5.x.simg	1	4h	-	1 GB	1	2020-12-21 19:25:26.830	2020-12-21 19:26:56.827	15m 40s	1m 30s	general	86.0%	0.2%	213.8 MB	6.5 GB
1075	4d/73f509	528171	call_variants	GA60421 - GCF_900475535	call_variants (GA60421 - GCF_900475535)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-21 19:21:36.857	2020-12-21 19:27:11.826	20m 20s	5m 26s	general	228.4%	0.8%	1004 MB	8.1 GB
1100	aa/7207b5	528198	ariba_analysis	GA60512 - card	ariba_analysis (GA60512 - card)	COMPLETED	0	-	/opt/bactopia/singularity/ariba_analysis-1.5.x.simg	3	4h	-	2 GB	1	2020-12-21 19:25:36.848	2020-12-21 19:27:41.828	15m 50s	2m 4s	general	231.8%	0.7%	824.2 MB	16.3 GB
